score,content
4,"aplikasi enteng, tp input npwp gagal terus. katanya tidak sesuai."
5,licin memang ok karna semua mudah dalam transaksi selama saya memakainya
2,"tiap bulan ada saja potongsn gak jelas.. kadang sampe 2 kali potongan kalau bukan rekening gaji, mendingdijadiin tunai saja atau di trasnfer ke rekening lain"
5,baik
5,mantap
5,"terbaik deh, pake Livin buat transaksi sehari2"
5,sangat bagus
3,"sy baru install ulang, ko tidak bisa kebuka ya"
4,sangat cocok
5,lebih gampang apa pun
5,Sangat gampang mengoprasikan nya
5,"mantap udah ini pokonya aplikasi,,"
5,mantap tanpa ribet
5,sangat membantu dan memudahkan bertransaksi
1,"Memakai Livin sudah lebih dari 5 tahun, setiap tahun komplain sama, soal susahnya penggunaan Livin ketika dini hari tapi dari dulu hingga sekarang tidak pernah ada perubahan"
5,bagusnya
5,sangat membantu
3,bagus
4,mantap
5,mantap
5,"sangat mempermudah transaksi Top Up, QRIS, dst lancar"
5,sangat mudah digunakan
3,"INI MANDIRI GIMANA YA SAYA BAYAR PAKAI QRIS DI WARUNG PEMBAYARAN TIDAK BERHASIL TAPI SALDO BERKURANG DAN BELUM BALIK LAGI SAMPAI SEKARANG,MASA SEKELAS BANK MANDIRI KAYA BEGINI SIH??? COBA TOLONG RESPON DAN PENJELASANNYA DARI PIHAK BANK MANDIRI GIMANA INI?"
5,"sengaja aku kasih bintang 5,biar di atas.kak kenapa ya sudah ada potongan adm bulanan ,masih ada saja potongan lebih besar jumlahnya disaat saldo minimum.."
5,pokona mah keren
5,mantap
5,tak bisa dibuka
5,kenapa Livin saya tidak bisa digunakan.
5,bagus
5,ok
2,"tiba-tiba aplikasinya berhenti, maksudnya gmna yah?"
1,parah banget Mandiri masa telfon mandiriCall 14000 susah baget
2,saya Tidka bisa membuka aplikasi nya.keluqr terus .sudah saya uninstall dll
1,"Layanan jelek, gak kayak bank tetangga. Lapor Call center antri lama ngabisin pulsa doang gak dikasih solusi, jelek !"
4,maaf kenapa ya bentar² harus di perbarui
5,bagus mmudahkan transaksi
1,"nii bank makin lama makin naik terus kena adminnya klo transaksi ke dana, dari awal gratis, pake setahun kena 1000, trus hari ini malah kena 2000, ngacok dah lama"""
1,kartu kredit saya diblokir
1,makin mahal adminya
5,terbaik
1,knp setiap sya mau bikin Livin pasti hubungi 14000
5,"tidak bisa buat kartu fisik awalnya, tapi Sekarang sudah bisa, dan performanya bagus."
5,bagus
5,si.....ip ok
5,🥰🥰🥰
5,trimakasi mandiri sangar membantu sekali.transalsi mudah......
5,sangat baik
1,waktu dan tanggal otomatis teros sampe mampus
2,"Selamat sore Saya nasabah mandiri, ingin menyampaikan keluh kesah yang terjadi pada pinjaman KSM Dari awal perjanjian bahwasanya pemotongan dilakukan di awal hanya satu kali dalam 1 bulan tapi sekarang terjadi dua kali potongan... Ketika saya tanya kepada marketing mandiri mereka menyampaikan karena masalahnya di pusat, begitu tanya pusat Masalahnya di cabang Yang mau saya tanya sekarang, sebenarnya pusat atau cabang kah yang bisa menahan saldo setiap nasabah yang punya KSM, Dan 1 lagi, ke"
1,"aplikasi m Banking terburuk, dikit dikit eror RPT2"
1,bank ruwet
5,"top up ksm, penawaran cuma iklan y"
5,good
4,sangat bagus
5,baik
5,aplikasi yg mudah di mengerti...
1,selalu eror
2,apk nya buruk selalu kena penarikan trs menerus dan notifikasi transaksi tidak ada
5,kenapa susah loging
5,good
5,👍👍👍
1,tidak membantu masa tidak bisa di buka aneh
5,alhamdulillah lancar
2,aplikasi livin nya gak bisa d buka mentok d logo aja
3,notifikasi dana masuk masih senyap
5,kok ga bisa di buka skrnggg
4,bagus sekali
5,bagus
1,"aplikasi TLOL ngelag"" ajg"
1,kenapa kok gx bisa di login
1,mahal bgt untuk call center
2,kenapa apk Susah di buka slalu loading padahal sinyal bagus
3,sudah download aplikasi tapi muter muter aja nggak kebuka aplikasinya
5,cepat pelayanan. dan servisnya
5,ok
1,"saya penguna Bank Mandiri sudah lebih dari 10 tahun,,tapi makin kesini makin ngawur,,padahal nomer rek mandiri saya buat penarikan di toko marketplace saya,,yg setiap hari dipakai buat WD, kemaren2 kalo top up ke Dana hanya kena tarif 1000 gpp lah,,,sudah beberapa hari ini kog setiap saldo saya mau saya pindahin ke Dana terus kalo ngumpul nanti baru saya pindah ke rekening bca/sea bank yg banyak Freenya kalo top up ewalet kog tarifnya topup ewalet jadi 2500 sama saja ini TF ke bank lain,,,payah"
1,tolong dong untuk pengajuan top up pinjaman ksm bagi nasabah mandiri terutama penggajian payrol mandiri agar di permudah jangan di persulit.
1,kenapa gak bisa log in k aplikasi.. sinyal bagus
5,bagus sekali
5,ok
3,selagi di perlukan gangguan bikin pusing
1,kenapa tampilan layarnya lama bgt..b
5,pelayanan mudah dan tampilan iu & ux terus ada peningkatan mantap mandiri
5,pelayanan baik
5,oke
1,kenapa susah sekali masuk aplikasi nya padahal sinyal ful dan bagus ketika masuk aplikasi lain ketika masuk Livin sinyal langsung berubah jadi jelek
5,Hanya Saat ini Aplikasi Tidak.terbuka Tiba tiba nutup sendiri gak bisa login maupun Masukan pin
5,minta promo KSM
4,"kenapa aplikasi livin mandiri saya tidak bisa di buka setiap d klik malah keluar lagi keluar lagi dan ada keterangan hapus riwayat,padahal di pengaturan sistem udah d hapus chage nya"
3,"aplikasi m banking living by Mandiri dibuka ga bisa, padahal sudah restart dan uninstall. dan install ulang. bagaimana ini ...? apakah sedang error semuanya atau bagaimana...?"
1,"masak iya saldo 70 ribu tiba"" hilang, biaya administrasi kartu debit apalah banyak kalii masak iyaa segitu banyak bangeet"
5,mantap
2,ini kenapa livin saya ga bisa kebuka apakh gangguan
4,min knpa apk ini GK bisa d buka pada MLM hari ? tolong perbaiki
1,ngga lagi2 pake mandiri. kebanyakan potongan
5,sangat bagus dan mudah digunakan
2,yang bisa bantu tolong dong caranya masuk di android versi 15 ko di saya GX bisa masuk 😭😭😭
4,"Tolong OTP kirim via WA please, kasih fitur setor tarik tunai jg via minimarket ,ayo dong kasih perubahan jgn gitu2 aja ga ada kemajuan, dari tahun ke tahun"
5,sangat baik
3,"saya ganti hape baru ,begitu Livin saya instal kenapa tidak bisa masuk ya? peringatannya pembaruan sistem harus datang ke kantor cabang mandiri"
5,ok keren👍
1,top up dana sekarang ada biayanya!! sudah miskin kah!!!
1,"telpon CS percuma semacam gk ada guna ny CS juga ujung2 ny harus ke kantor cabang terdekat padahal benar semua data ny tetep gk bisa ke buka verifikasi muka padahal udah cukup.....ternyata benar kata orang bank livimg mandiri ribet dan gk jelas salah ny di mana tiba2 gk bisa ke buka susah masuk nya pasword harus di ganti udah ganti tetep gk bisa, pin terblokir harus bikin pin baru tetep gk bisa, ujung2 ny harus telpon cs.....CS di telpon sama harus ganti tapi ttep gk bisa....GAK guna ada CS"
5,"fitur, ekosistem, dan pelayanan mohon lebih ditingkatkan lagi"
1,mbanking paling jelek sering maintenance di banding yg lain
5,kadang ok kadang gangguan klu d malam hari
1,potongan nya ga ngotak ini Livin biaya admin kartu debit Sampek 20 rb di potong gak ngotak!!
3,"hallo livin mandiri kenapa minta ubah paswoardnya, dan saya ikuti ubah tp ga bisa walau sudah sesuai data. tolong perbaikannya"
5,membantu perekonomian
2,kok setelah di update tidak bisa login kenapa ya?
5,Terbaik
5,"5 Maret 2026 Saran : menu bukti Transaksi khusus pembelian Top up / Token Listrik PLN, tampilan saat ini pada tanggal (tgl, bulan, tahun ) dan waktu : sanggat kecil dan berwarna abu2. Saran font lebih besar dan berwarna hitam . karena resi digunakan (download) sebagai resi untuk bukti top up pembayaran (nota )"
5,Sangat mantap dan tidak ribet urusannya. Bisa transaksi dgn mudah tanpa halangan. M A N T A P 👍
5,bagus sekali
5,sangat membantu sekali
5,sangat memaskan...
5,cepat
5,sanggat baik dan perlayanyan yang sanggat memuaskan
4,kenapa nggak bisa dibuka aplikasinya yak
1,"daftar Livin udah beberapa hari gak bisa,sudah di pastikan sinyal ok.tp keterangan ganguan gangguan terus..sangat amat di sayangkan"
5,good
1,tiba² banget baru 1 minggu saldoku hilang 100k padahal nggak di pakai apa² 🤣🤣 tolong di benahi sedikit masak saldo sebelumnya 100k jadi 7k 🤣🤣🤣nggak maduk akal
5,bagus sekali
1,"kenapa saya mau login rekening saya tidak bisa yaa padahal otp ny sudah sesuai , dan mala disuruh ke cabang yaa ribett bangett"
5,sangat bagus
5,Izin nih mau tanya apa aplikasi Livin lagi problem atau engga yah soalnya saya ga bisa bertransaksi pake Livin pdhl jaringan stabil
5,baik
5,aplikasi super cepat dan keren
4,mantap...tapi ada anu nya
5,Maju bersama Bank Mandiri
2,"ini kenapa aplikasinya ga bisa di login ulang ke perangkat lain ya, saat di loginkan dan memasukan kode otp selalu terkendala dan harus menunggu satu jam, setelah itu masih terkendala lagi, tolong dong di benarkan masalah seperti itu, saya jadi harus bolak balik untuk mengecek saldo"
1,"gatau, ga suka aja"
5,ok
3,"ayao lah livin tolong lah kok sekarang transaksi tidak bisa dilanjutkan terus, sebelumnya tidak ada kendala apapun , udah 2 hari seperti ini , tolong tanggapi lah segera"
5,sangat Bagus dan membantu nasabah bisa transaksi on line dimana aja
1,"Mau masuk aplikasi, sudah terkirim kode OTP-nya tapi ada informaasi Layanan Tidak Tersedia untuk Sementara. Sudah berhari-hari dicoba tetap tidak bisa login. Aplikasinya menyebalkan. Padahal buatnya lgsg di CS. Katanya eror seperti ini bisa dicoba H+1. Kenyataannya sama saja, tetap tidak bisa. Bagaimana nasabah mau migrasi ke Mandiri kalau pelayanannya kalah saing."
1,kenapa ya Livin Sekarang klo ada uang masuk atu keluar tidak ada notif padahal udah saya seting tapi tetap sama aja gk ada notifikasi
1,parah biaya administrasi kartu debit sampe 3x belum potongan tiap bulan
2,Kenapa aplikasi Livin tidak bisa di buka
5,aplikasinya bagus
1,g jls...mau cr mudik gratis mlh srh nabung
5,sangat cocok
4,perivikasi tidak otomatis tersambung tidak otomatis masuk ke aplikasi tolong perbaiki
5,sanagat membantu
5,sangat baik
1,akhir akhir ini Sering gagal transaksi + saldo terpotong. pengembalian saldo pun lama.
1,"Menyebalkan, skg makin byk aplikasi tanpa admin, kmrn seribu tiap kali top up dana, skg jadi 2ribu"
2,kenapa ya sudah brp hari saya tidak bisa login? apakah ada maintenance system?
5,terbaik
1,akhir2 ini ga bisa transaksi.
1,tdk bisa login karena sistem operasi android 15 katanya gk resmi
1,dak bisa masuk
1,apk babi
4,keren
1,"livin saya tidak bisa di gunakan lagi,sudah saya telp d 14000 dan disuruh ke kantor mandiri terdekat,setelah sya melapor ke pihak bank terdekat pada tgl 31/12/2025,di suruh menunggu 4hr jam kerja,tp nyatanya sampai sekarang masih belum bisa di akses ke livinnya,berulang kali sya telp 14000 tp jawabannya selalu menunggu2 dan menunggu,sebagai pelanggan sungguh sangat2 kecewa,hampir 3bulan menunggu tidak ada hasil juga."
2,kok error min pas mao login/masuk apk
5,💪💪💪💪💪💪💪
1,topup selalu gagal di atas jam 10 malam...
5,Aplikasi Good the Best
2,"kok akun saya keluar sendiri dari aplikasi, pas masukin akun malah erorr respon dong min . Tolong min untuk cabang kec Bahodopi kabupaten Morowali"
1,"ternyata masih belum di rubah masih sama dari beberapa bulan lalu masih ribet,mau pembayaran virtual akun saja harus mencari cari penyedia jasanya lah, terkadang tidak muncul jadi gagal transaksi, tidak seperti di bca mobil tinggal copy nomor langsung bayar so simpel itu"
5,min mf klo lupa pasword gimana caranya supaya bisa lagi aktif akses ke akun.
5,ok
5,tolong aktifkan Produk KSM di akun saya
5,ok
1,"kocak lah sering error""buat login terlalu sering perbaikan jadi ngga bisa ngecekin"
3,harusnya ada fitur matikan contactless agar lebih aman seperti bank sebelah
1,mau login aja susah bnr pin udah bener ngulang lagi g jls
1,verifikasi wajah buat pasport bolak balik trus
5,Sangat Bermanfaat..
1,"saya udah berkali-kali unduh dan mencoba login tapi selalu ""layanan tidak tersedia untuk sementae"" sedangkan sayang udah nyoba jeda sebulan, terus login lagi tapj tetap tidak bisa."
1,di update malah lemot
1,"kurang nyaman dengan cara sistemnya,angsuran sudah terbayarkan tapi uang masuk selalu terblokir,sedangkan tunggakan tidak ada👎👎👎👎"
1,"ini kenapa lama terus masuk tfannya? disana udh berhasil tapi disini ga masuk masuk, akun saya yg bermasalah atau mandirinya yg bermasalah? udh 4 minggu kayak gini terus, tfan lama masuk"
4,"seharian mau login gak bisa, keterangannya ""tidak bisa terhubung, kami sedang mengecek hal ini"" ini kenapa yaa?"
5,baik
1,jeleg
1,kartu Lum datang uang msh ad direk tp gk bisa masuk suruh masukn no kartu SM berlakunya...ini gmn uang ku direk .mohon dijelaskan
5,"Tolong Infonya kak untuk login via Gmail dan password aja, Sebab kartu fisik saya hilang tupa catat juga nomor rek saya"
2,"Tetap belum muncul tentang investasi fr0084 yang saya miliki, padahal biasanya ada dibagian sbn sekunder ada datanya,apakah perlu diinstal ulang lagi untuk muncul data investasi saya. Mohon bantuannya."
2,masa di update dlu baru bisa d buka gimna klo orang perlu cpet nggak sempet update 😡
1,"Tidak bisa login dengan email/nomor hp wajib pakai nomor debit/kredit, kalau nomornya hilang atau kartu diblokir auto ribet urusan."
1,tgl 16 potong admin 6000 tgl 28 potong lgi 2x jdi 1 bulan ada 3 potong hey kau pikir kami nyimpan duit buat love potong aja asli banyak ngucap sama Livin sistem ga jelas
1,pihak bank melakukan pengiriman kartu kredit atau debit tanpa konfirmasi terhadap pelanggan.dan barang nya pun tidak pernah sampai
1,sering kali tidak ada respon ketika mau masuk ke livin pas masuk malah keluar masuk tolonglah di perbaiki tiap mau masuk gitu terus
5,bagus dan membantu mandiri sama e money
3,"Halo, sudah hampir seminggu saya tidak bisa login Livin Mandiri saya, setiap mau loginkan dari nomor kartu atm, selalu berakhir di perbaikan sistem. Tolong bantuannya"
4,siap
5,wah keren bgt appnya. semoga semaikin bnyk fitur2nya
5,"dari dulu paling suka pakai livin. Tampilannya enak, jelas, gak ribet. dan sejauh ini udah makai berapa tahun gak pernah ada masalah."
3,apakah ada gangguan terhadap aplikasi ini? karena tidak bisa menggunakannya dari kemarin
5,"aplikasi selalu terupdate ,"
1,kenapa verivikasi wajah susah banget
5,bagus
5,tolong kenapa kartu saya tidak dikirim kirim?
1,"sedikit kecewa, ganti kartu baru lewat Livin by mandiri, Uda dikirim lewat curir, Uda lewat masa pengiriman Masi aja nggk sampai kartunya 👎👎👎,, kenapa nggk pake jasa pengiriman JNE saja yg lebih propesional"
5,sekarang sudah sangat bagus
5,nyaman
5,keren tampilan aplikasinya
5,suka
5,Aplikasj dengan layanan yang baik dan mudah bagi pengguna
5,semoga bersama mandiri livin semuanya dimudahkan.
1,ini kenapa gabisa tf tolong dong admin diperbaiki aplikasinya
5,"pelayanan baik, cuma beberapa kali orang"" yang tidak bertanggung jawab mengatasnamakan orang mandiri berusaha mencuri dana yang ada di rekening dan satu kali berhasil mencurinya."
5,mantap terpercaya
1,gk bisa masuk apk soalnya banyak bug setelah di perbarui
5,ok mantap
2,"Setelah diupdate tidak bisa log in ke aplikasi karena tertulis perangkat tidak kompatibel, padahal sudah bisa dipakai sebelum update."
5,Aplikasi sangat membantu untuk mempermudah perbankan sehari hari dan top up emoney
2,"kenapa gak bisa di buka, eror terus"
4,ok
2,"KLO SUDAH MAINTENANCE KG KIRA KIRA WAKTUNYA DARI JAM 00 SMPE JAM 05 PAGI BELUM JGA BISA D BUKA,, GMNA SII NIAT KG SI BIKIN MBANKING. DIKIRA ORNG KG PUNYA KEPERLUAN DARURAT KALI YA"
3,heran d update tapi gak bisa dbuka/login .. wifi + data aktiv .. nysel d update
5,"kenapa ya sistem handphone saya tidak mengizinkan pdahal dlu mau Jja, pas d update jdi enggak bisa lagi"
3,verifikasi wajah susah capek
5,"Alhamdulillah, setelah update aplikasinya sudah bisa berjalan diandroid 16, mandiri yang terbaik"
1,tidak bisa di buka
5,aplikasi kurang agresif
4,knp livin mandiri gk bisa login? bagaimana cara nya biar bisa login?
5,Suka semua
1,kebanyakan error
1,suka gangguan
5,ok
1,kecewa
1,"tiap top-up dana selalu gagal, ""no tidak ditemukan"" padahal sblm nya udah tertaut di livin, input manual juga sama gabisa, hapus cache, memori juga sama gabisa top up dana. aneh, nyusahin disaat genting malah makin dipersulit"
1,apaan GK jelas Mau Bikin akun saja di persulit. foto Nya Jelas Tidak Blue Tapi di suruh Foto KTP dan Terus.
5,"mohon maaf, saya mau daftarkan ke Livin, juga sudah di update tapi kenapa setiap kali dibagian masukan kode OTP ada keterangan tidak bisa diakses? mohon bantuannya."
1,parah banget masak mau tf ke manapun biayanya harus ikuti jenis saldo yang disediakan ngak kayak bank lain terutama bca tf berapapun nominalnya bisa
5,baik
5,bagus
1,lama sekali untuk loginnya.saya buru² mau transfer tapi loginnya lama.. gimana si livin.tolong dibenahi
1,wkwwkw katanya sih kartunya di antar sampe sekarang blm di antar dh sampai sebulan pula itu alasan org gada di rumah 😂😂
5,bagus banget ni livin gw kemarin kasih review 1 karena emg gak bisa jalan sekarang bisa gw naikin lagi 5 nice
5,baik
5,jos
5,"jos,,,"
5,sangat membantu sekali.
3,Top up dana sekarang adminnya Rp.2000 padahal dulu gratis
5,sangat Puas
5,sangat puas.
5,mantap
2,mudah dan cepat
1,"sudah nunggu beberapa minggu login aplikasi lewat kartu debit, tapi belum bisa masuk dengan alasan perbaikan"
5,"Baik...tapi kok , tiba'' biasa Nggk ke buka aplikasinya"
5,Ok
5,ok
5,kenapa akun livin saya gak bisa di buka
5,"assalamualaikum,ini gimn ni .saya lupa pin .dan tidak bisa transfer .katanya teeblokir"
1,jijik lah disuruh cek pengaturan jam hp anda terus bangsaaat!! gk bsa diapa apain ini aplikasi ...
5,APLIKASI LENGKAP
1,"udah 1 bulan livin ku nggak bisa di buka di blok dari pusat . padahal sudah minta tolong ke kantor cabang mandiri terdekat , sudah hubungi 14000 juga . tapai nggak ada tuh ke buka livin ku . harus kasih uang dulu kah bari di buka kan livin nya ? perkara cuma tranfer uang besar , jadi di blokir gitu , hei uang, uang aku . nggak ada hak kalian main blokir blokir"
5,makin hebring euyyyyy
5,pakai livin dah bertahun2 sejauh ini aman dan top
1,aplikasi nya suka keluar sendiri kadang untuk masuk aja susah mohon segera di perbaiki
3,kenapa livin saya tidak ada fitur pinjaman ksm???
5,"aku udah makai livin 2 tahun, aplikasinya mudahhhhh bangetttt di gunain, btw aku gen Z, buat belanja, bayar2 pulsa listrik. pokoknya rekomended 😘"
5,sangat membantu
1,Parah Mau Ngebukak blokiran Livin Mandiri aja Rumit kali yang harus nunggu telfon ke pusat lah ke apalah kecewa kali sih udah nunggu berjam jam di cs terdekat sampek tertidur di kantornya kecewa lah pokok nya
3,saya gak bisa login ke livin.saya udah masukin data yang benar tapi ada bacaan perbaikan sistem tolong bantuanya
